catalog,cid,z,mu_obs,muerr,mB,lcdm_distance_mpc,lcdm_distance_mly,lcdm_mu,stam_su,stam_distance_mly,stam_distance_mpc,stam_mu,observed_distance_mpc,observed_distance_mly,lcdm_residual_mu,stam_residual_mu,lcdm_abs_residual_mu,stam_abs_residual_mu,lcdm_sq_residual_mu,stam_sq_residual_mu,lcdm_residual_sigma,stam_residual_sigma,weight,stam_minus_lcdm_mu
DES,2006ob,0.05824,37.05644,0.0849,17.92615,260.45446496234325,849.48884821864,37.0786590346429,241.13442080109982,823.0402539840311,252.34528910344113,37.00997600769294,257.80301968331077,840.8409903425014,-0.022219034642894542,0.046463992307060664,0.022219034642894542,0.046463992307060664,0.0004936855004621477,0.0021589025811105927,-0.26170829968073667,0.5472790613316921,138.7345467056788,-0.0686830269499552
DES,2006te,0.0329,35.86396,0.0989,16.28371,144.45341777117886,471.14403472187166,35.798639108595914,135.70448204962375,459.3582900831434,140.83989203685078,35.74362841741327,148.86479373314032,485.53201876172227,0.06532089140408459,0.12033158258672927,0.06532089140408459,0.12033158258672927,0.004266818853824212,0.014479689767826846,0.6604741294649604,1.2166995205938247,102.23683981838647,-0.05501069118264468
DES,2005hj,0.05708,37.07054,0.1121,17.46342,255.0559880707087,831.8813715433116,37.033177620624755,236.29084052964424,806.2040835220408,247.18329577193612,36.96509559261803,259.4824560761827,846.3185792455886,0.03736237937524578,0.1054444073819738,0.03736237937524578,0.1054444073819738,0.0013959473925797912,0.011118523048135652,0.3332950880931827,0.9406280765564121,79.57722213424518,-0.06808202800672802
DES,2008bz,0.06099,37.36659,0.0716,17.63053,273.28605812317437,891.3399076603761,37.183087382125635,252.62366649101494,863.0255614758597,264.60484011576773,37.11298891989884,297.38427479827203,969.9377782340738,0.1835026178743675,0.2536010801011628,0.1835026178743675,0.2536010801011628,0.03367321076674614,0.06431350782847638,2.5628857245023395,3.541914526552553,195.0625760744047,-0.07009846222679528
DES,2003iv,0.03491,36.01126,0.1344,16.76794,153.50602095635085,500.66967734913084,35.930627072252896,144.03844356594232,487.89210882138167,149.58840063515032,35.87448959413109,159.31328765569037,519.6104480532676,0.08063292774710362,0.13677040586890854,0.08063292774710362,0.13677040586890854,0.006501669037069633,0.018706143921545973,0.5999473790707115,1.017636948429379,55.360685941043094,-0.05613747812180492
DES,2003cq,0.03378,35.83146,0.1865,16.99236,148.41356407470502,484.06030445311285,35.85736797282814,139.35256939165023,471.84405217584117,144.66804409831695,35.801863049359994,146.6533540483309,478.31926719293904,-0.0259079728281435,0.02959695064000556,0.0259079728281435,0.02959695064000556,0.0006712230560638219,0.0008759794871869255,-0.1389167443868284,0.15869678627348827,28.750296487432525,-0.05550492346814906
DES,2007co,0.02731,35.4217,0.145,16.22487,119.41355763385606,389.4749339418732,35.38526818636671,112.55310362575213,380.28741152015385,116.59665045291264,35.333430371724255,121.43391589715839,396.06446126800233,0.03643181363329262,0.08826962827574647,0.03643181363329262,0.08826962827574647,0.001327277044610966,0.007791527275938461,0.25125388712615604,0.6087560570741136,47.562425683709876,-0.05183781464245385
DES,2002he,0.02519,35.23294,0.1246,16.03608,109.96984348349974,358.67365795817244,35.20636803468732,103.78303775271685,350.409294248246,107.43597805037862,35.1557487090618,111.323794255778,363.0896547515224,0.026571965312676582,0.07719129093820243,0.026571965312676582,0.07719129093820243,0.0007060693405780875,0.0059584953967062124,0.2132581485768586,0.6195127683643854,64.41157450229176,-0.050619325625525846
DES,2003fa,0.04056,36.16885,0.1017,16.46356,179.0905606007745,584.1152850790189,36.26536347957931,167.4913991029796,568.3888016854403,174.2687988712321,36.20609818939331,171.30498453375057,558.7221322035211,-0.09651347957930767,-0.03724818939330987,0.09651347957930767,0.03724818939330987,0.009314851740505439,0.001387427613079882,-0.9490017657749034,-0.36625554959006756,96.68477572515998,-0.0592652901859978
DES,2005iq,0.03341,36.04919,0.0898,16.49438,146.74789832006863,478.6276293648671,35.83285945063632,137.818598308591,466.5930936785212,143.0580929037523,35.77756215600615,162.12052445445528,528.7664299067735,0.21633054936368268,0.27162784399385487,0.21633054936368268,0.27162784399385487,0.046798906587992746,0.07378168563274996,2.4090261621790945,3.024808953160967,124.00732139225498,-0.05529729463017219
