catalog,cid,z,mu_obs,muerr,weight,observed_distance_mly,lcdm_mu,stam_adjusted_union_mu,stam_adjusted_des_mu,stam_unadjusted_mu_equiv,resid_lcdm_mu,resid_stam_adjusted_union_mu,resid_stam_adjusted_des_mu,resid_stam_unadjusted_mu
DES,1473027,0.50566,42.22198,0.1433,48.69760685350639,9074.482658897101,42.29052234486489,42.12053188837295,42.24141547694416,41.7443512136976,-0.06854234486488764,0.10144811162705025,-0.019435476944160257,0.4776287863024038
DES,1373042,0.2372,40.46564,0.1018,96.4949185775877,4041.6050828082866,40.3727168736938,40.236119318077925,40.37074209737118,40.01779330480653,0.09292312630620359,0.2295206819220752,0.0948979026288228,0.4478466951934692
DES,1635042,0.55833,42.37836,0.1146,76.14313691449736,9752.093916419075,42.54970563547755,42.37993910639479,42.4984498513727,41.97540097924599,-0.17134563547755022,-0.0015791063947858675,-0.1200898513726969,0.402959020754011
DES,1723034,0.33784,41.3674,0.177,31.919307989402792,6122.176909772619,41.25444215081437,41.09748560556768,41.226606762574775,40.817201011662064,0.11295784918563356,0.2699143944323268,0.1407932374252283,0.5501989883379395
DES,1409129,0.79364,43.4061,0.2116,22.334111155977855,15654.740575735408,43.48125839918192,43.33095400409036,43.43991000336018,42.808659047613325,-0.07515839918191602,0.07514599590964366,-0.033810003360180474,0.5974409523866768
DES,1531033,0.60888,42.99034,0.2209,20.49314289192265,12926.88469620699,42.777724762224594,42.60977595396056,42.72609536951545,42.17874460290093,0.21261523777540958,0.3805640460394457,0.26424463048455493,0.8115953970990759
DES,1368133,0.27618,40.76795,0.2444,16.741624500095092,4645.322552672747,40.748937806564484,40.60315477539013,40.735591918864834,40.36040690077872,0.019012193435514746,0.16479522460986828,0.032358081135164696,0.40754309922127874
DES,1574028,0.65589,43.08029,0.1892,27.93558278095374,13473.606981776427,42.97427457892353,42.80928653446564,42.923639589736354,42.35422665830791,0.10601542107647077,0.2710034655343563,0.15665041026364435,0.7260633416920896
DES,1386047,0.49181,42.28746,0.1432,48.76564401860117,9352.288059596285,42.218182473755235,42.048439708995915,42.16996312166275,41.67984774834349,0.06927752624476824,0.2390202910040884,0.1174968783372563,0.6076122516565121
DES,1547086,0.27578,41.07373,0.2755,13.175187170002731,5347.759588182141,40.745332021492274,40.59963454167859,40.73209375286841,40.35713450150114,0.32839797850772356,0.47409545832140765,0.34163624713158924,0.7165954984988545
DES,1645158,0.36048,41.30285,0.1706,34.359113205031825,5942.865140315397,41.41891330341008,41.258801846200235,41.386746767265805,40.965058866536,-0.11606330341007975,0.04404815379976412,-0.08389676726580575,0.3377911334640018
DES,1692030,0.73802,42.96655,0.2004,24.90029920199521,12786.034591744465,43.287547429660776,43.13032935882307,43.24140202729835,42.63463198972887,-0.32099742966077827,-0.1637793588230707,-0.27485202729835123,0.33191801027113144
DES,1452059,0.5642,42.43056,0.1969,25.79339848917748,9989.364839216782,42.57715819434817,42.40752541028115,42.52577746334902,41.99987508106272,-0.14659819434817223,0.023034589718847087,-0.09521746334902303,0.4306849189372812
DES,1646092,0.7207,43.45301,0.1924,27.014060278093545,15996.606990341446,43.22435503383848,43.06524414240703,43.17699283717374,42.577978792281755,0.22865496616152114,0.3877658575929672,0.2760171628262569,0.8750312077182443
DES,1392400,0.45205,41.9952,0.1557,41.2498881096785,8174.588031098019,41.999459639894766,41.831190870339825,41.95458928518284,41.48469881185778,-0.004259639894769407,0.16400912966017245,0.040610714817155724,0.5105011881422143
DES,1293465,0.49801,42.3351,0.3611,7.669110991285514,9559.735471982536,42.25079727247835,42.080927183384205,42.20216334101186,41.708931201859315,0.08430272752164569,0.2541728166157924,0.132936658988136,0.6261687981406823
DES,1302199,0.87001,43.37453,0.1886,28.113610473556903,15428.790252919553,43.72688420209324,43.58794567991687,43.69412345605185,43.030278546462924,-0.3523542020932382,-0.21341567991687072,-0.3195934560518481,0.3442514535370762
DES,1267094,0.62318,42.80918,0.133,56.53230821414437,11892.190980242243,42.83899105121721,42.671819056387,42.78753320245931,42.233417406816585,-0.02981105121720873,0.13736094361299678,0.021646797540689988,0.5757625931834127
DES,1294743,0.31257,41.05905,0.2082,23.069519535730535,5311.728577697796,41.05844261292282,40.90559345900366,41.03605330461659,40.64053399621476,0.0006073870771814427,0.15345654099633776,0.022996695383412202,0.4185160037852427
DES,1302719,0.64527,43.20672,0.1568,40.673157017909205,14281.370134985562,42.93106679130874,42.765309123066196,42.88010056093164,42.31562738135649,0.27565320869126,0.44141087693380143,0.32661943906835944,0.8910926186435049
DES,1321450,0.25833,40.41248,0.1988,25.302721763174617,3943.863497946548,40.58315473620558,40.44136259531092,40.574791723701836,40.2097299679255,-0.1706747362055765,-0.02888259531091819,-0.16231172370183344,0.20275003207450482
DES,1310073,0.62703,42.89849,0.1438,48.359547432011304,12391.499824110339,42.85525874886959,42.68831476221881,42.80386702611439,42.24793799324874,0.043231251130414705,0.2101752377811934,0.09462297388561325,0.650552006751262
DES,1311113,0.61533,42.81473,0.148,45.65376186997809,11922.624743696417,42.80552533645488,42.63791312850418,42.75395875563892,42.20355073041845,0.009204663545119729,0.17681687149581649,0.06077124436107795,0.6111792695815481
DES,1291346,0.2977,40.71277,0.1383,52.282414966573235,4528.7659338697695,40.93618885830763,40.78605835245124,40.91731899898866,40.53006021895832,-0.22341885830763175,-0.0732883524512431,-0.2045489989886633,0.18270978104168023
DES,1299190,0.69836,43.12605,0.1845,29.376987536813036,13760.552609136515,43.14066571070866,42.97930815897937,43.091941069619786,42.50302630443208,-0.014615710708660856,0.14674184102062782,0.034108930380213565,0.623023695567916
DES,1292033,0.32472,41.23036,0.149,45.04301608035674,5747.750065392207,41.15442967561161,40.99952658704032,41.129339332916814,40.727119706010164,0.07593032438838776,0.23083341295967585,0.10102066708318347,0.5032402939898333
DES,1299327,0.98158,43.88271,0.1318,57.56641437226128,19497.003742627923,44.0503350091479,43.93129362852176,44.03365824397976,43.324195839833976,-0.16762500914789769,-0.04858362852175446,-0.15094824397975515,0.5585141601660268
DES,1295592,0.35631,41.30196,0.115,75.61436672967864,5940.429895826971,41.389347497453414,41.22978096962635,41.35794092515726,40.93850408821372,-0.08738749745341323,0.07217903037365403,-0.05598092515725739,0.3634559117862821
DES,1302915,0.35921,41.38866,0.1287,60.37302074598111,6182.4110276006395,41.409942325922955,41.24999512638922,41.37800546108892,40.95700260612573,-0.02128232592295376,0.13866487361077873,0.010654538911083478,0.43165739387427493
DES,1310485,0.43313,41.9139,0.1803,30.761573503703236,7874.18973127963,41.889036847289105,41.721887196577725,41.846198313805296,41.386078786857745,0.024863152710892678,0.19201280342227278,0.0677016861947024,0.5278212131422535
DES,1862039,0.28699,41.02013,0.1374,52.96958062923625,5217.372863959526,40.84461110843888,40.69658209247342,40.82842562879662,40.44715794502997,0.17551889156111855,0.32354790752658147,0.1917043712033788,0.5729720549700303
DES,1905171,0.30307,41.04589,0.213,22.041482069254336,5279.634705909614,40.98097247221709,40.829833774094965,40.96080409563501,40.570554498203464,0.06491752778291016,0.21605622590503515,0.08508590436498764,0.47533550179653616
DES,1929022,0.75356,43.51644,0.148,45.65376186997809,16470.76895197911,43.34304641296225,43.18763467976737,43.298107723580685,42.68443295163715,0.17339358703775076,0.3288053202326324,0.21833227641931785,0.8320070483628541
DES,1878288,0.48449,42.66061,0.2974,11.306236655814187,11105.749543537866,42.17917960046087,42.00962197575318,42.13148629236517,41.64506345544024,0.4814303995391285,0.6509880242468213,0.529123707634831,1.0155465445597613
DES,1959025,0.61137,43.19188,0.2409,17.231631554632628,14184.102959319802,42.78848988703444,42.62066831657848,42.73688188407121,42.1883497210055,0.4033901129655604,0.5712116834215166,0.45499811592878814,1.0035302789944964
DES,1889226,0.59276,42.35345,0.1767,32.02778474382096,9640.86219248091,42.70701079061463,42.53832186419717,42.655331222536105,42.11566396375399,-0.35356079061462964,-0.18487186419717005,-0.30188122253610317,0.23778603624601402
DES,1835110,0.3455,41.26919,0.1147,76.01042558997393,5851.455075037952,41.3111947455224,41.153116486819414,41.281837263101885,40.868259313013766,-0.04200474552239797,0.1160735131805879,-0.0126472631018828,0.4009306869862357
DES,1847028,0.58021,42.52612,0.3153,10.058936313755927,10438.783130486443,42.65069150610552,42.481528825160716,42.59908102296504,42.06543830400232,-0.12457150610551793,0.0445911748392831,-0.07296102296503904,0.4606816959976783
DES,1942106,0.56584,42.62418,0.163,37.637848620572846,10920.986620764503,42.584780159667886,42.41518848195126,42.53336846170757,42.00667034328188,0.0393998403321163,0.20899151804874094,0.09081153829243505,0.61750965671812
DES,1850154,0.56823,42.60912,0.2138,21.876840389197742,10845.50740108733,42.5958507175222,42.426321849509094,42.54439695280678,42.016540361870966,0.01326928247780046,0.1827981504909033,0.06472304719321897,0.5925796381290311
DES,1879532,0.37719,41.42987,0.1449,47.62809695746954,6300.860652907337,41.53431492271831,41.37217927406583,41.499269703297706,41.068611306371864,-0.10444492271830796,0.05769072593417235,-0.06939970329770517,0.36125869362813745
DES,1810236,0.42926,41.78248,0.5693,3.0854437434281974,7411.768994867503,41.86590129632012,41.6990151884928,41.823514661087344,41.365405603897194,-0.08342129632011819,0.08346481150719853,-0.04103466108734466,0.41707439610280517
DES,1330350,0.76303,43.38159,0.1797,30.967335963698847,15479.034744008859,43.37633051135158,43.22206821468548,43.33217901520849,42.7143213873977,0.005259488648420074,0.15952178531452432,0.04941098479151407,0.6672686126022995
DES,1330031,0.10563,38.54264,0.0821,148.35892772101397,1667.0701492724786,38.44230662061815,38.351007942783895,38.49357225461745,38.21937417628081,0.10033337938185127,0.1916320572161041,0.04906774538255121,0.3232658237191899
DES,1332795,0.67984,43.19576,0.1813,30.423164927932092,14209.469856161484,43.069325899543486,42.906279032843315,43.019655644788706,42.4391958586406,0.12643410045651393,0.2894809671566847,0.17610435521129375,0.756564141359398
DES,1341000,0.54203,42.4341,0.1945,26.43387236404729,10005.663085251643,42.472030555429285,42.30200418255305,42.421239244293474,41.906158282867096,-0.03793055542928414,0.13209581744695242,0.012860755706526561,0.5279417171329044
DES,1316989,0.55343,42.21046,0.2052,23.748997792293167,9026.468585966504,42.52658136873707,42.35671935713417,42.47544691450467,41.95478645272852,-0.31612136873707186,-0.14625935713416993,-0.26498691450467504,0.25567354727147773
DES,1345458,0.56872,42.61153,0.1848,29.281685125840976,10857.550926248157,42.59811501018555,42.42859944374926,42.546653068173825,42.01855913696761,0.013414989814449996,0.18293055625073862,0.06487693182617704,0.5929708630323915
DES,1282114,0.21781,40.26232,0.1452,47.43148995590769,3680.3563825442584,40.1638356186687,40.032472140745895,40.16820922973476,39.826501641486985,0.09848438133130344,0.22984785925410733,0.09411077026524595,0.43581835851301776
DES,1276546,0.35329,41.53772,0.1435,48.56195898942564,6621.705704797691,41.36773587637205,41.20857408504904,41.33689022494711,40.91908678491978,0.16998412362794824,0.32914591495096346,0.20082977505288824,0.618633215080223
DES,1342906,0.49743,41.94227,0.1274,61.61140944724706,7977.7399412750265,42.24776229233376,42.077902977706046,42.19916594997364,41.706224961046246,-0.30549229233375996,-0.1356329777060452,-0.2568959499736394,0.23604503895375473
DES,1339425,0.53579,42.64822,0.2171,21.216822988682313,11042.56272998023,42.441714410659856,42.27163283437968,42.39114753015039,41.87913419325095,0.2065055893401464,0.3765871656203217,0.25707246984961074,0.7690858067490538
DES,1336453,0.18492,39.8538,0.1078,86.05229914532855,3049.199746930318,39.76673055872806,39.64532169015712,39.782991708430956,39.46063310629598,0.08706944127194305,0.20847830984288152,0.070808291569044,0.39316689370402
DES,1334257,0.68005,42.83564,0.128,61.03515625,12037.987140408983,43.07014515976946,42.907116543456425,43.02048466744526,42.43992858534699,-0.23450515976946207,-0.07147654345642707,-0.18484466744526173,0.3957114146530074
DES,1335387,0.60582,42.6403,0.148,45.65376186997809,11002.360607559087,42.76443827048491,42.59633778820826,42.7127875465373,42.16689060637455,-0.12413827048490589,0.043962211791743755,-0.07248754653729605,0.4734093936254524
DES,1265623,0.70978,43.40826,0.2022,24.458943706273523,15670.320356011875,43.18376152656474,43.023524494307324,43.13570366045934,42.541612727028195,0.2244984734352613,0.38473550569267445,0.2725563395406567,0.8666472729718038
DES,1259246,0.22284,40.09276,0.1782,31.49086575947781,3403.908481932306,40.219618681457064,40.08685339499941,40.22229964984397,39.87766427726563,-0.12685868145706536,0.005906605000589593,-0.12953964984397004,0.21509572273436817
DES,1257335,0.4841,42.31733,0.1739,33.067459932985486,9481.823678969384,42.177086227328175,42.007539534585405,42.12942206780083,41.64319635298406,0.1402437726718233,0.30979046541459354,0.1879079321991668,0.6741336470159354
DES,1258591,0.5975,42.53003,0.2337,18.309756775021977,10457.596360941927,42.727990210523615,42.55950373480237,42.67630937091894,42.13437645251416,-0.19796021052361823,-0.02947373480237303,-0.14627937091894694,0.3956535474858356
DES,1256596,0.68138,43.19335,0.1633,37.499685940130256,14193.708280747578,43.07532821936503,42.912415676423656,43.02573007286017,42.4445643433359,0.11802178063496882,0.2809343235763464,0.16761992713983176,0.7487856566641042
DES,1252237,0.8858,43.80242,0.9842,1.0323650148675017,18789.268607675018,43.7750461507099,43.63870137287397,43.744322318977005,43.07388037027105,0.02737384929010034,0.16371862712603047,0.05809768102299273,0.7285396297289495
DES,1259500,0.56161,42.38353,0.14,51.0204081632653,9775.340075478181,42.56507860003961,42.39538421710694,42.513750272530544,41.98910590126344,-0.18154860003961204,-0.01185421710693646,-0.13022027253054347,0.3944240987365575
DES,1255139,0.64989,42.96679,0.2032,24.218798437596877,12787.447834608913,42.94994570234506,42.78451581780388,42.89911613439855,42.33249087965791,0.016844297654941442,0.18227418219612446,0.06767386560145638,0.6342991203420922
DES,1250823,0.66487,43.14936,0.2147,21.693813943872463,13909.063026342805,43.010294773593486,42.846001647237905,42.95998662224821,42.38641664596554,0.1390652264065153,0.3033583527620962,0.1893733777517923,0.7629433540344621
DES,1263785,1.0642,44.23028,0.1451,47.49689014111801,22881.3621597566,44.26733527055278,44.1651112344078,44.26482408334009,43.523015093217296,-0.03705527055277713,0.06516876559219753,-0.034544083340087184,0.7072649067827044
DES,1266808,0.3293,42.20032,200.9551,2.4762924578940164e-05,8984.416464615544,41.189757796116226,41.034118698209824,41.16368918016033,40.75895521603422,1.0105622038837723,1.1662013017901742,1.0366308198396652,1.4413647839657813
DES,1252810,0.58026,42.6384,0.1458,47.04191057897301,10992.73794682342,42.65091815179511,42.48175717682139,42.59930720192299,42.06564040615839,-0.012518151795113397,0.15664282317860767,0.039092798077007274,0.5727595938416101
DES,1255008,0.4438,41.80379,0.1777,31.66832872611931,7484.863335345541,41.95184686175225,41.78403185906473,41.90782660098246,41.44218491832116,-0.1480568617522522,0.01975814093526651,-0.10403660098246093,0.36160508167883876
DES,1248677,0.35016,41.3179,0.1075,86.53326122228232,5984.196903138456,41.3451569716248,41.186423665203534,41.314902080653226,40.89879431520436,-0.02725697162480145,0.13147633479646714,0.0029979193467752907,0.4191056847956389
DES,1246529,0.49677,42.14001,0.1557,41.2498881096785,8738.318599387972,42.244304681783554,42.07445791213111,42.19575141204557,41.70314183684996,-0.10429468178355705,0.06555208786888755,-0.05574141204557037,0.43686816315003796
DES,1470063,0.53547,42.71709,0.2917,11.752415620887755,11398.399517245585,42.44015084438317,42.27006710833955,42.38959617968593,41.87774041714185,0.27693915561683013,0.4470228916604455,0.3274938203140678,0.8393495828581479
DES,1500086,0.64129,42.76714,0.1555,41.356065383939374,11664.170923582542,42.91470008006019,42.748668796610175,42.86362539205561,42.301010061024016,-0.14756008006019528,0.01847120338982222,-0.09648539205561235,0.4661299389759819
DES,1644290,0.5373,42.41784,0.1489,45.10353742533673,9931.020423950858,42.44908071942213,42.27901022092051,42.39845712858458,41.88570058074974,-0.03124071942212936,0.13882977907948657,0.019382871415416503,0.5321394192502567
DES,1389177,0.44895,42.1467,0.1632,37.5456555171088,8765.281638950242,41.98166395338675,41.81355955102117,41.937106590703266,41.46881050259718,0.16503604661325255,0.3331404489788312,0.20959340929673687,0.6778894974028233
DES,1450148,0.44736,41.95895,0.166,36.28973726230222,8039.256307455129,41.97249225467021,41.80447501728378,41.92809842615428,41.46062109731926,-0.013542254670205978,0.1544749827162235,0.030851573845723124,0.4983289026807398
DES,1674022,0.60262,42.53555,0.1635,37.407999700736,10484.213952345008,42.750475987424366,42.58222245788242,42.69880883528853,42.154434589013576,-0.21492598742436542,-0.04667245788242269,-0.1632588352885307,0.38111541098642476
DES,1373040,0.26162,40.58782,0.1271,61.90260120920542,4275.529182587131,40.61448637909817,40.471931769603565,40.605176945677,40.23824185568479,-0.026666379098166715,0.11588823039643614,-0.01735694567700108,0.3495781443152097
DES,1431108,0.61052,42.67059,0.1482,45.530622986408204,11156.908594916327,42.78481970646071,42.61695431764852,42.733203996346006,42.18507495809625,-0.11422970646071207,0.05363568235147653,-0.06261399634600906,0.4855150419037457
DES,1562098,0.57618,42.61824,0.1264,62.59012978689312,10891.153400143185,42.6323631834299,42.46306783064637,42.5807954128702,42.04909525669916,-0.014123183429902042,0.15517216935363365,0.037444587129797924,0.5691447433008392
DES,1550021,0.20587,39.94322,0.1771,31.883271516983736,3177.385249386424,40.026510428887434,39.898600730986715,40.03503321816631,39.7003085552754,-0.08329042888743743,0.04461926901328184,-0.09181321816631538,0.2429114447245979
DES,1595028,0.46523,42.2212,0.2072,23.292735647948003,9071.223660368089,42.073878196296995,41.90499190658268,42.027762398944425,41.5511216757534,0.14732180370300796,0.31620809341732325,0.19343760105557806,0.6700783242466031
DES,1566028,0.32059,41.06264,0.1387,51.98129297228514,5320.5174885115985,41.12217780829602,40.967956262549286,41.097988247471065,40.698041245844834,-0.059537808296020955,0.09468373745071545,-0.03534824747106313,0.3645987541551676
DES,1298893,0.19616,39.9279,0.1359,54.1453401708069,3155.047303968573,39.90930090533898,39.7843333598294,39.92133664473536,39.592325319523646,0.018599094661020388,0.1435666401706044,0.006563355264638915,0.3355746804763555
DES,1295417,0.62753,42.8193,0.3917,6.517677342252819,11947.743078196996,42.85736450032011,42.690450704838256,42.80598197830778,42.24981771149772,-0.038064500320110994,0.12884929516174282,0.013318021692221294,0.5694822885022788
DES,1292227,0.29185,40.78485,0.1547,41.78490052477657,4681.616930846454,40.886549757123035,40.73755202763701,40.86913041886481,40.4851397518269,-0.10169975712303625,0.04729797236299049,-0.08428041886481452,0.2997102481730991
DES,1309215,0.77464,43.13337,0.1732,33.33528900362155,13807.017491942312,43.416597938148996,43.26379384811428,43.373463775995404,42.7505035128993,-0.2832279381489968,-0.1304238481142832,-0.2400937759954047,0.38286648710069926
DES,1313057,0.33754,41.43363,0.2215,20.382269463793445,6311.78032151723,41.252195472220876,41.09528400594316,41.22442089436301,40.81517889463766,0.18143452777912472,0.3383459940568443,0.2092091056369938,0.6184511053623396
DES,1313026,0.53696,42.51919,0.1823,30.0903100475457,10405.52207870775,42.44742377175658,42.27735065145103,42.396812815951684,41.88422356425981,0.07176622824341905,0.2418393485489716,0.1223771840483181,0.6349664357401892
DES,1294806,0.52535,42.38282,0.1615,38.340250553537366,9772.144383517887,42.3902467063107,42.220128838011725,42.340114328269735,41.833255013458626,-0.007426706310695863,0.1626911619882776,0.042705671730267625,0.5495649865413768
DES,1290593,0.67528,43.16126,0.2832,12.468479683360464,13985.496054194278,43.05147656615557,42.88803860676488,43.00159984265021,42.42323346792901,0.10978343384442724,0.2732213932351186,0.15966015734979067,0.7380265320709896
DES,1305308,0.68972,43.24206,0.1522,43.168871444827595,14515.696360729471,43.107611429522336,42.94544581806086,43.058424464102266,42.473444745204375,0.1344485704776659,0.296614181939141,0.18363553589773574,0.7686152547956269
DES,1300025,0.41357,41.65307,0.1778,31.63271632665714,6982.965157199835,41.77008315948711,41.60438926181642,41.729658262606364,41.27974191830729,-0.117013159487108,0.04868073818357743,-0.07658826260636431,0.37332808169271203
DES,1294351,0.33828,41.29239,0.1437,48.426877110503845,5914.307148563295,41.25773396384622,41.100711460038816,41.22980955124109,40.82016367962267,0.03465603615377688,0.19167853996118112,0.06258044875890789,0.4722263203773309
DES,1295285,0.52513,42.32221,0.1167,73.4274232334647,9503.156361622807,42.38915188396557,42.219034014791205,42.33902946592366,41.83227905367681,-0.0669418839655691,0.10317598520879301,-0.01681946592366046,0.48993094632319156
DES,1295024,0.33386,41.51629,0.1646,36.90968495369311,6556.678289378481,41.22448582009688,41.06813441841156,41.19746459129507,40.790233421325,0.29180417990311724,0.4481555815884377,0.3188254087049245,0.7260565786749993
DES,1294340,0.36087,41.2245,0.1646,36.90968495369311,5732.259926666094,41.42166233320171,41.26150073321959,41.389425580052546,40.96752740398266,-0.19716233320171028,-0.03700073321959252,-0.16492558005254665,0.25697259601734146
DES,1305807,0.56997,42.87093,0.2368,17.833500730460187,12235.222600316369,42.60388297687804,42.43440199506462,42.55240086183198,42.02370173375303,0.26704702312196105,0.4365280049353828,0.3185291381680244,0.8472282662469723
DES,1299758,0.47241,42.1108,0.1774,31.775527505532118,8621.560399474814,42.113599384554334,41.94443119873708,42.06686230320924,41.586563545158015,-0.0027993845543363705,0.16636880126291942,0.04393769679075632,0.5242364548419829
DES,1892103,0.26584,40.74542,0.1774,31.775527505532118,4597.374419914293,40.65414875388625,40.51063406494024,40.64364403147882,40.27431102553008,0.09127124611375592,0.23478593505976164,0.10177596852118143,0.47110897446992084
DES,1904092,0.36798,41.40591,0.1493,44.86218113643981,6231.719188078671,41.47130575136365,41.310254456843836,41.43781443636401,41.012090423850424,-0.06539575136365272,0.09565554315616254,-0.03190443636400886,0.39381957614957486
DES,1933196,0.75011,43.12881,0.1337,55.941896508610284,13778.053762506057,43.3308207445791,43.174999343684064,43.28560494890345,42.673458689803795,-0.2020107445790984,-0.04618934368406258,-0.15679494890344614,0.4553513101962068
DES,1889155,0.77826,43.09666,0.2862,12.208455967273524,13575.56379842464,43.42903452274801,43.276695957754036,43.386229142727466,42.76168357461517,-0.3323745227480117,-0.18003595775403625,-0.2895691427274656,0.33497642538483063
DES,1833468,0.78375,43.54682,0.4519,4.8968332717883,16702.82285150211,43.44778954118323,43.29616668700808,43.405493140794206,42.77854848126514,0.0990304588167632,0.25065331299191485,0.14132685920579036,0.7682715187348563
DES,1792093,0.27659,40.82561,0.081,152.41579027587258,4770.3239754770275,40.7526287603646,40.60675822133932,40.73917275303809,40.363756375415086,0.07298123963539638,0.21885177866067806,0.08643724696190702,0.4618536245849114
DES,1902212,0.28169,41.08529,0.2777,12.96726064933039,5376.30471036922,40.79812527837505,40.651181589067065,40.78331549654157,40.4050255694759,0.2871647216249471,0.43410841093293584,0.3019745034584318,0.6802644305240975
DES,1780045,0.24283,40.52226,0.1151,75.48303481051117,4148.373726837549,40.43042173611866,40.29238910842988,40.426691761630074,40.07050166225701,0.09183826388134264,0.22987089157012264,0.09556823836992834,0.45175833774299434
DES,1900865,0.45405,42.02548,0.1752,32.57855340797732,8289.376681257221,42.01088078501921,41.842509866855806,41.96581258437951,41.49489483245988,0.014599214980790975,0.1829701331441953,0.059667415620488384,0.5305851675401243
DES,1916193,0.62565,42.90373,0.216,21.433470507544584,12421.437973542214,42.84943862108471,42.68241199713914,42.79802223421656,42.24274274673165,0.054291378915294786,0.2213180028608619,0.10570776578344265,0.6609872532683525
DES,1342580,0.87472,43.35891,0.1899,27.730012830676934,15318.20492113268,43.74133898571117,43.60316589779747,43.70917696345617,43.04335923133964,-0.3824289857111651,-0.2442558977974656,-0.35026696345617125,0.31555076866035847
DES,1341426,0.55321,42.59233,0.1951,26.271535763047563,10761.972427928105,42.52553863841884,42.35567268740993,42.474409997829035,41.953856908541184,0.06679136158115995,0.2366573125900686,0.11792000217096188,0.6384730914588133
DES,1307953,0.39146,41.58434,150.6151,4.408217060694994e-05,6765.406168449294,41.62919582215942,41.4655287598966,41.591898457140495,41.15364210373652,-0.044855822159419745,0.11881124010339761,-0.00755845714049741,0.43069789626347443
DES,1328016,0.35071,41.26951,0.1554,41.40930781857422,5852.317440864435,41.349137921637286,41.19032865588396,41.318778526733524,40.90237259381111,-0.07962792163728949,0.07918134411603717,-0.04926852673352755,0.36713740618888835
DES,1337267,0.45318,41.93843,0.2617,14.601334649594982,7963.644689417091,42.00591833046397,41.837591472654196,41.960935800260614,41.49046478388894,-0.06748833046397351,0.10083852734580034,-0.022505800260617548,0.4479652161110579
DES,1337971,0.41066,42.20685,0.2803,12.727813543640938,9011.474851639781,41.75194342028906,41.58649280292671,41.71190557419355,41.263516127336345,0.4549065797109435,0.6203571970732895,0.4949444258064517,0.9433338726636578
DES,1338675,0.33047,41.20651,0.1893,27.906075962013137,5684.966044522145,41.19871023256039,41.042886430168636,41.17239516871515,40.7670198896881,0.007799767439614413,0.1636235698313655,0.03411483128485315,0.4394901103119011
DES,1328103,0.57472,42.70512,0.1994,25.15067771016158,11335.739968964626,42.62569338801194,42.45635233377863,42.57414358401799,42.04314814809297,0.07942661198806178,0.2487676662213687,0.13097641598201193,0.6619718519070332
DES,1336480,0.25604,40.66634,0.1448,47.69390433747443,4432.960638086699,40.56112914652461,40.419874995344074,40.553432463680586,40.189676646337226,0.10521085347539127,0.24646500465592425,0.11290753631941186,0.47666335366277224
DES,1338649,0.61327,43.07674,0.1973,25.68891900771926,13451.597847459105,42.79667642683977,42.62895423737755,42.74508716679212,42.19565451193388,0.2800635731602341,0.44778576262245195,0.3316528332078832,0.8810854880661196
DES,1333489,0.68179,43.24179,0.1762,32.20981213949168,14513.891597126632,43.07692406156107,42.91404747029151,43.02734531436906,42.44599172741995,0.16486593843892905,0.3277425297084946,0.21444468563094432,0.7957982725800505
DES,1335259,0.72701,43.50631,0.2041,24.005678783372993,16394.11114363156,43.24754403472357,43.08910776218985,43.200609216945864,42.59876210022633,0.2587659652764316,0.41720223781015164,0.3057007830541352,0.9075478997736681
DES,1289714,0.53582,42.69972,0.1885,28.14344715012418,11307.58536445492,42.44186095019905,42.27177957976821,42.39129292800603,41.87926481981483,0.257859049800949,0.427940420231792,0.3084270719939681,0.8204551801851707
DES,1265165,0.31752,41.325,0.2013,24.678141508905473,6003.795279866173,41.09795533902671,40.94425146943373,41.074446904394414,40.67619252552114,0.22704466097329146,0.38074853056627234,0.25055309560558925,0.6488074744788648
DES,1263090,0.65206,42.78853,0.1424,49.315111728317135,11779.63612030798,42.95876916221759,42.793496980288836,42.90800774734257,42.34037334201145,-0.17023916221759094,-0.004966980288834577,-0.11947774734257166,0.4481566579885481
DES,1280135,0.77082,43.4342,0.1822,30.123349089853132,15858.637610309968,43.403413391181,43.25012362245157,43.35993821890433,42.73865377809528,0.03078660881899964,0.1840763775484291,0.0742617810956645,0.6955462219047135
DES,1255545,0.60182,42.56788,0.1367,53.513452479251505,10641.476126401265,42.74697448887778,42.5786835909942,42.69530417328437,42.15131097697912,-0.17909448887778012,-0.010803590994200363,-0.12742417328436773,0.41656902302088383
DES,1262135,0.38328,41.50629,0.1276,61.41842159569973,6526.553089078487,41.57520508409108,41.41239400057525,41.53917583996767,41.10526785165394,-0.06891508409108127,0.09389599942475257,-0.03288583996766903,0.4010221483460583
DES,1246527,0.32078,41.19991,0.1387,51.98129297228514,5667.713321023961,41.12366990587051,40.96941663222189,41.099438514831746,40.69938685024512,0.07624009412949562,0.23049336777810936,0.10047148516825644,0.5005231497548834
DES,1251436,0.57349,42.63064,0.2018,24.556002911359705,10953.52427483451,42.62006194036789,42.45068336430226,42.56852830614786,42.038126971128264,0.010578059632109671,0.17995663569774223,0.06211169385213822,0.5925130288717355
DES,1246650,0.90888,43.96676,0.1778,31.63271632665714,20266.45902861044,43.843957692913925,43.71154270210586,43.816360167872915,43.13636052822258,0.12280230708607576,0.2552172978941414,0.15039983212708563,0.8303994717774188
