body,r_m,r_body_radii,A_Rs_over_r,abs_grad_A_analytic,dA_dr_numeric,abs_grad_A_numeric,g_newton_m_s2,g_from_A_gradient_analytic_m_s2,g_from_A_gradient_numeric_m_s2,ratio_grad_g_to_newton,ratio_numeric_grad_g_to_newton
Earth,15211076.260507066,2.3875492482352954,5.831344685895626e-10,3.8336174153802037e-17,-3.833617415766692e-17,3.833617415766692e-17,1.7227417526843056,1.7227417526843058,1.722741752857985,1.0000000000000002,1.0000000001008156
Earth,15244457.177279314,2.392788758009624,5.81857574113318e-10,3.81684678796259e-17,-3.8168467883211314e-17,3.8168467883211314e-17,1.7152054085631825,1.7152054085631827,1.7152054087243034,1.0000000000000002,1.0000000000939369
Earth,15277911.348934058,2.398039765960455,5.805834756637051e-10,3.8001495257021006e-17,-3.8001495260935235e-17,3.8001495260935235e-17,1.707702033099512,1.707702033099512,1.7077020332754087,1.0,1.000000000103002
Earth,15311438.93623021,2.403302297320705,5.793121671182385e-10,3.7835253076538697e-17,-3.783525308012352e-17,3.783525308012352e-17,1.7002314820678632,1.7002314820678632,1.7002314822289573,1.0,1.0000000000947482
Earth,15345040.100279346,2.408576377378645,5.780436423678441e-10,3.766973814277104e-17,-3.766973814627104e-17,3.766973814627104e-17,1.692793611873765,1.6927936118737652,1.6927936120310472,1.0000000000000002,1.0000000000929128
Earth,15378715.002546728,2.413862031478061,5.767778953168197e-10,3.750494727428818e-17,-3.750494727797331e-17,3.750494727797331e-17,1.6853882795508894,1.6853882795508897,1.6853882797164912,1.0000000000000002,1.0000000000982574
Earth,15412463.804851828,2.4191592850183374,5.755149198828159e-10,3.7340877303578444e-17,-3.73408773072129e-17,3.73408773072129e-17,1.6780153427583608,1.678015342758361,1.6780153429216853,1.0000000000000002,1.000000000097332
Earth,15446286.669369366,2.424468163454617,5.742547099967972e-10,3.7177525076986196e-17,-3.717752508064437e-17,3.717752508064437e-17,1.6706746597779623,1.6706746597779623,1.6706746599423525,1.0,1.0000000000983975
Earth,15480183.758629825,2.429788692297885,5.72997259603022e-10,3.701488745465247e-17,-3.701488745819146e-17,3.701488745819146e-17,1.6633660895114684,1.6633660895114684,1.6633660896705027,1.0,1.00000000009561
Earth,15514155.23552049,2.4351208971151292,5.717425626590047e-10,3.6852961310453407e-17,-3.6852961313993395e-17,3.6852961313993395e-17,1.6560894914778785,1.6560894914778788,1.656089491636958,1.0000000000000002,1.0000000000960572
Earth,15548201.263285978,2.440464803529427,5.704906131354953e-10,3.669174353194133e-17,-3.6691743535677054e-17,3.6691743535677054e-17,1.64884472581077,1.64884472581077,1.6488447259786452,1.0,1.000000000101814
Earth,15582322.005529277,2.445820437220103,5.692414050164415e-10,3.653123102028377e-17,-3.653123102396865e-17,3.653123102396865e-17,1.6416316532555555,1.641631653255556,1.6416316534211461,1.0000000000000002,1.0000000001008695
Earth,15616517.626212277,2.4511878239228184,5.679949322989691e-10,3.637142069020506e-17,-3.637142069363544e-17,3.637142069363544e-17,1.6344501351668612,1.6344501351668617,1.6344501353210152,1.0000000000000002,1.0000000000943154
Earth,15650788.289656809,2.4565669894297297,5.667511889933439e-10,3.6212309469925855e-17,-3.621230947375268e-17,3.621230947375268e-17,1.627300033505808,1.6273000335058083,1.6273000336777772,1.0000000000000002,1.0000000001056775
Earth,15685134.160545219,2.4619579595895806,5.655101691229508e-10,3.605389430110514e-17,-3.6053894304671667e-17,3.6053894304671667e-17,1.6201812108374039,1.620181210837404,1.6201812109976756,1.0000000000000002,1.0000000000989222
Earth,15719555.403921248,2.46736076030784,5.642718667242618e-10,3.5896172138780974e-17,-3.589617214226159e-17,3.589617214226159e-17,1.613093530327883,1.6130935303278833,1.6130935304842944,1.0000000000000002,1.0000000000969635
Earth,15754052.185190924,2.472775417546841,5.630362758468038e-10,3.5739139951311545e-17,-3.573913995487586e-17,3.573913995487586e-17,1.6060368557420572,1.6060368557420572,1.6060368559022296,1.0,1.0000000000997313
Earth,15788624.67012313,2.478201957325872,5.618033905531383e-10,3.558279472031791e-17,-3.55827947239601e-17,3.55827947239601e-17,1.5990110514407403,1.5990110514407405,1.5990110516044127,1.0000000000000002,1.0000000001023586
Earth,15823273.024850667,2.4836404057213413,5.605732049188231e-10,3.542713344062479e-17,-3.542713344432397e-17,3.542713344432397e-17,1.5920159823780908,1.592015982378091,1.5920159825443239,1.0000000000000002,1.0000000001044167
Earth,15857997.415870782,2.4890907888668625,5.593457130323937e-10,3.527215312020401e-17,-3.5272153124084014e-17,3.5272153124084014e-17,1.5850515140990675,1.5850515140990675,1.5850515142734263,1.0,1.000000000110002
Earth,15892798.010046232,2.494553132953419,5.581209089953253e-10,3.511785078011582e-17,-3.511785078362978e-17,3.511785078362978e-17,1.5781175127367941,1.5781175127367941,1.5781175128947036,1.0,1.000000000100062
Earth,15927674.974605829,2.50002746422945,5.568987869220136e-10,3.496422345445278e-17,-3.496422345817443e-17,3.496422345817443e-17,1.5712138450100366,1.5712138450100368,1.5712138451772797,1.0000000000000002,1.000000000106442
Earth,15962628.477145499,2.50551380900102,5.556793409397377e-10,3.4811268190281567e-17,-3.4811268193469027e-17,3.4811268193469027e-17,1.56434037822059,1.56434037822059,1.5643403783638274,1.0,1.000000000091564
Earth,15997658.685628831,2.5110121936318994,5.544625651886407e-10,3.4658982047587424e-17,-3.4658982051268545e-17,3.4658982051268545e-17,1.5574969802507792,1.5574969802507794,1.5574969804162007,1.0000000000000002,1.0000000001062097
Earth,16032765.768388145,2.5165226445437363,5.532484538216925e-10,3.450736209921648e-17,-3.45073621031161e-17,3.45073621031161e-17,1.5506835195608695,1.5506835195608697,1.55068351973611,1.0000000000000002,1.0000000001130085
Earth,16067949.89412503,2.5220451882161403,5.520370010046709e-10,3.435640543082063e-17,-3.4356405434183636e-17,3.4356405434183636e-17,1.543899865186588,1.5438998651865883,1.5438998653377143,1.0000000000000002,1.000000000097886
Earth,16103211.231911432,2.5275798511868515,5.508282009161243e-10,3.420610914080034e-17,-3.420610914417121e-17,3.420610914417121e-17,1.5371458867365548,1.537145886736555,1.5371458868880343,1.0000000000000002,1.0000000000985458
Earth,16138549.951190226,2.5331266600518325,5.49622047747352e-10,3.405647034024994e-17,-3.405647034403058e-17,3.405647034403058e-17,1.530421454389823,1.5304214543898231,1.5304214545597166,1.0000000000000002,1.000000000111011
Earth,16173966.221776132,2.5386856414654106,5.484185357023724e-10,3.39074861529016e-17,-3.390748615624657e-17,3.390748615624657e-17,1.5237264388933622,1.5237264388933625,1.5237264390436778,1.0000000000000002,1.00000000009865
Earth,16209460.21385663,2.5442568221404223,5.472176589978923e-10,3.3759153715069686e-17,-3.3759153718303726e-17,3.3759153718303726e-17,1.5170607115595576,1.5170607115595578,1.5170607117048882,1.0000000000000002,1.0000000000957976
Earth,16245032.097992545,2.549840228848304,5.460194118632865e-10,3.3611470175596634e-17,-3.3611470179106406e-17,3.3611470179106406e-17,1.5104241442637782,1.5104241442637785,1.5104241444214996,1.0000000000000002,1.000000000104422
Earth,16280682.045119137,2.555435888419265,5.448237885405612e-10,3.346443269579707e-17,-3.346443269893721e-17,3.346443269893721e-17,1.503816609441865,1.503816609441865,1.5038166095829757,1.0,1.000000000093835
Earth,16316410.226546645,2.561043827742371,5.436307832843358e-10,3.3318038449404374e-17,-3.331803845290198e-17,3.331803845290198e-17,1.4972379800877293,1.4972379800877293,1.497237980244904,1.0,1.0000000001049765
Earth,16352216.813961392,2.5666640737657183,5.424403903618057e-10,3.3172284622515185e-17,-3.317228462579182e-17,3.317228462579182e-17,1.4906881297508607,1.4906881297508612,1.4906881298981056,1.0000000000000002,1.0000000000987765
Earth,16388101.979426332,2.5722966534965206,5.412526040527238e-10,3.302716841353647e-17,-3.302716841647703e-17,3.302716841647703e-17,1.4841669325339473,1.4841669325339475,1.4841669326660896,1.0000000000000002,1.0000000000890346
Earth,16424065.895382147,2.577941594001279,5.400674186493646e-10,3.288268703313057e-17,-3.288268703657596e-17,3.288268703657596e-17,1.4776742630904047,1.477674263090405,1.477674263245233,1.0000000000000002,1.0000000001047784
Earth,16460108.734647809,2.5835989224058715,5.388848284565048e-10,3.273883770416265e-17,-3.273883770757142e-17,3.273883770757142e-17,1.4712099966220185,1.4712099966220185,1.4712099967752008,1.0,1.00000000010412
Earth,16496230.670421679,2.589268665895727,5.377048277913879e-10,3.259561766164628e-17,-3.2595617665171545e-17,3.2595617665171545e-17,1.4647740088764933,1.4647740088764936,1.464774009034911,1.0000000000000002,1.0000000001081517
Earth,16532431.876282064,2.59495085171591,5.365274109837055e-10,3.2453024152691306e-17,-3.245302415579634e-17,3.245302415579634e-17,1.4583661761451165,1.4583661761451165,1.45836617628465,1.0,1.000000000095678
Earth,16568712.526188336,2.6006455071712975,5.353525723755607e-10,3.23110544364499e-17,-3.2311054439661286e-17,3.2311054439661286e-17,1.4519863752603286,1.4519863752603286,1.4519863754046411,1.0,1.0000000000993898
Earth,16605072.794481514,2.60635265962667,5.341803063214494e-10,3.216970578406482e-17,-3.216970578728277e-17,3.216970578728277e-17,1.4456344835934005,1.4456344835934005,1.445634483738008,1.0,1.0000000001000304
Earth,16641512.855885211,2.612072336506861,5.330106071882293e-10,3.2028975478616535e-17,-3.202897548193086e-17,3.202897548193086e-17,1.4393103790520576,1.4393103790520576,1.439310379200996,1.0,1.000000000103479
Earth,16678032.885506582,2.617804565296905,5.318434693550898e-10,3.1888860815070606e-17,-3.188886081801965e-17,3.188886081801965e-17,1.4330139400781141,1.4330139400781141,1.4330139402106377,1.0,1.000000000092479
Earth,16714633.05883691,2.6235493735421302,5.306788872135328e-10,3.1749359100226647e-17,-3.174935910323061e-17,3.174935910323061e-17,1.4267450456451802,1.4267450456451802,1.4267450457801718,1.0,1.000000000094615
Earth,16751313.551752744,2.6293067888483352,5.295168551673366e-10,3.161046765266545e-17,-3.1610467655668584e-17,3.1610467655668584e-17,1.4205035752562865,1.4205035752562865,1.4205035753912405,1.0,1.0000000000950044
Earth,16788074.54051645,2.635076838881879,5.283573676325378e-10,3.147218380269856e-17,-3.1472183805366934e-17,3.1472183805366934e-17,1.4142894089416158,1.414289408941616,1.4142894090615268,1.0000000000000002,1.0000000000847853
Earth,16824916.20177735,2.640859551369856,5.272004190373965e-10,3.133450489231584e-17,-3.133450489546428e-17,3.133450489546428e-17,1.4081024272561502,1.4081024272561504,1.4081024273976344,1.0000000000000002,1.0000000001004785
Earth,16861838.71257228,2.6466549541001854,5.260460038223768e-10,3.1197428275135503e-17,-3.119742827815407e-17,3.119742827815407e-17,1.4019425112774229,1.4019425112774229,1.4019425114130704,1.0,1.0000000000967568
Earth,16898842.250326727,2.6524630749217906,5.248941164401131e-10,3.106095131635214e-17,-3.1060951319251856e-17,3.1060951319251856e-17,1.3958095426031827,1.395809542603183,1.3958095427334896,1.0000000000000002,1.0000000000933558
Earth,16935926.992855407,2.658283941744688,5.237447513553904e-10,3.0925071392687125e-17,-3.092507139568232e-17,3.092507139568232e-17,1.389703403349168,1.389703403349168,1.3897034034837654,1.0,1.0000000000968534
Earth,16973093.118363384,2.6641175825401637,5.225979030451105e-10,3.07897858923372e-17,-3.0789785895434453e-17,3.0789785895434453e-17,1.3836239761467932,1.3836239761467932,1.3836239762859768,1.0,1.0000000001005935
Earth,17010340.80544666,2.669964025340866,5.214535659982733e-10,3.065509221492525e-17,-3.065509221782185e-17,3.065509221782185e-17,1.3775711441409386,1.3775711441409386,1.3775711442711052,1.0,1.00000000009449
Earth,17047670.233093303,2.675823298240983,5.203117347159417e-10,3.052098777144935e-17,-3.0520987774647916e-17,3.0520987774647916e-17,1.3715447909876592,1.3715447909876592,1.3715447911313956,1.0,1.0000000001047988
Earth,17085081.58068408,2.6816954293963398,5.191724037112233e-10,3.03874699842338e-17,-3.038746998742254e-17,3.038746998742254e-17,1.3655448008519864,1.3655448008519864,1.3655448009952813,1.0,1.000000000104936
Earth,17122575.0279934,2.6875804470245486,5.180355675092399e-10,3.025453628687931e-17,-3.025453628944515e-17,3.025453628944515e-17,1.3595710584056875,1.3595710584056875,1.3595710585209904,1.0,1.0000000000848084
Earth,17160150.7551903,2.6934783794051644,5.169012206470987e-10,3.0122184124213215e-17,-3.0122184127257454e-17,3.0122184127257454e-17,1.3536234488250287,1.353623448825029,1.3536234489618302,1.0000000000000002,1.0000000001010632
Earth,17197808.942839056,2.6993892548797764,5.157693576738736e-10,2.999041095224129e-17,-2.999041095546393e-17,2.999041095546393e-17,1.3477018577886117,1.3477018577886117,1.34770185793343,1.0,1.0000000001074556
Earth,17235549.77190034,2.705313101852196,5.146399731505697e-10,2.9859214238097793e-17,-2.98592142409172e-17,2.98592142409172e-17,1.3418061714751253,1.3418061714751255,1.3418061716018235,1.0000000000000002,1.0000000000944236
Earth,17273373.423731804,2.7112499487885424,5.135130616501064e-10,2.972859145999781e-17,-2.9728591463257877e-17,2.9728591463257877e-17,1.335936276561208,1.3359362765612082,1.335936276707708,1.0000000000000002,1.000000000109661
Earth,17311280.080089226,2.7171998242174267,5.123886177572827e-10,2.9598540107187826e-17,-2.9598540109771444e-17,2.9598540109771444e-17,1.3300920602192228,1.330092060219223,1.330092060335325,1.0000000000000002,1.0000000000872888
Earth,17349269.923127115,2.7231627567300447,5.112666360687592e-10,2.9469057679898384e-17,-2.9469057682828725e-17,2.9469057682828725e-17,1.324273410115133,1.324273410115133,1.3242734102468159,1.0,1.0000000000994378
Earth,17387343.13539986,2.729138774980358,5.101471111930243e-10,2.93401416892951e-17,-2.9340141692360635e-17,2.9340141692360635e-17,1.3184802144062981,1.3184802144062984,1.3184802145440568,1.0000000000000002,1.0000000001044829
Earth,17425499.899862327,2.735127907685187,5.090300377503764e-10,2.9211789657431755e-17,-2.9211789660002733e-17,2.9211789660002733e-17,1.3127123617393697,1.31271236173937,1.312712361854904,1.0000000000000002,1.0000000000880118
Earth,17463740.399871018,2.7411301836243944,5.079154103728897e-10,2.9083999117201776e-17,-2.908399912022387e-17,2.908399912022387e-17,1.3069697412481063,1.3069697412481063,1.3069697413839125,1.0,1.0000000001039093
Earth,17502064.81918468,2.7471456316409792,5.068032237043965e-10,2.895676761229167e-17,-2.895676761523733e-17,2.895676761523733e-17,1.3012522425512845,1.3012522425512847,1.3012522426836557,1.0000000000000002,1.000000000101726
Earth,17540473.341965448,2.753174280641257,5.056934724004538e-10,2.883009269713298e-17,-2.883009269999849e-17,2.883009269999849e-17,1.2955597557505385,1.2955597557505387,1.2955597558793082,1.0000000000000002,1.0000000000993932
Earth,17578966.152779512,2.7592161595949634,5.045861511283243e-10,2.870397193685598e-17,-2.870397193949104e-17,2.870397193949104e-17,1.2898921714282794,1.2898921714282796,1.2898921715466933,1.0000000000000002,1.0000000000918015
Earth,17617543.43659809,2.7652712975354086,5.034812545669477e-10,2.8578402907242606e-17,-2.857840291015603e-17,2.857840291015603e-17,1.2842493806455806,1.2842493806455808,1.2842493807765036,1.0000000000000002,1.0000000001019451
Earth,17656205.37879842,2.771339723559633,5.023787774069124e-10,2.8453383194679473e-17,-2.845338319749526e-17,2.845338319749526e-17,1.2786312749400655,1.2786312749400657,1.2786312750666007,1.0000000000000002,1.0000000000989615
Earth,17694952.165164426,2.777421466828508,5.012787143504367e-10,2.8328910396112324e-17,-2.832891039925747e-17,2.832891039925747e-17,1.273037746323861,1.2730377463238611,1.273037746465197,1.0000000000000002,1.0000000001110227
Earth,17733783.981887866,2.783516556566923,5.001810601113359e-10,2.820498211899887e-17,-2.820498212187632e-17,2.820498212187632e-17,1.2674686872814789,1.2674686872814789,1.267468687410785,1.0,1.0000000001020193
Earth,17772701.015568964,2.7896250220638774,4.99085809415004e-10,2.808159598126377e-17,-2.808159598422784e-17,2.808159598422784e-17,1.261923990767791,1.261923990767791,1.2619239909009894,1.0,1.0000000001055518
Earth,17811703.45321758,2.79574689267267,4.979929569983812e-10,2.7958749611251897e-17,-2.7958749614081005e-17,2.7958749614081005e-17,1.2564035502059314,1.2564035502059314,1.256403550333065,1.0,1.0000000001011886
Earth,17850791.482253827,2.8018821978109916,4.969024976099362e-10,2.783644064768368e-17,-2.7836440650387614e-17,2.7836440650387614e-17,1.250907259485288,1.2509072594852881,1.2509072596067967,1.0000000000000002,1.0000000000971365
Earth,17889965.29050926,2.8080309669611148,4.958144260096326e-10,2.7714666739608785e-17,-2.771466674265109e-17,2.771466674265109e-17,1.2454350129594212,1.2454350129594214,1.2454350130961356,1.0000000000000002,1.0000000001097724
Earth,17929225.066227492,2.814193229669988,4.947287369689128e-10,2.759342554636185e-17,-2.7593425549438957e-17,2.7593425549438957e-17,1.2399867054440754,1.2399867054440756,1.239986705582354,1.0000000000000002,1.0000000001115161
Earth,17968570.998065367,2.820369015549422,4.936454252706641e-10,2.747271473751662e-17,-2.7472714740078467e-17,2.7472714740078467e-17,1.2345622322151175,1.2345622322151177,1.2345622323302414,1.0000000000000002,1.0000000000932507
Earth,18008003.275093615,2.8265583542761914,4.925644857092013e-10,2.7352531992841984e-17,-2.7352531995469202e-17,2.7352531995469202e-17,1.2291614890065607,1.229161489006561,1.2291614891246223,1.0000000000000002,1.0000000000960505
Earth,18047522.08679802,2.832761275592218,4.914859130902346e-10,2.7232875002256537e-17,-2.7232875004873346e-17,2.7232875004873346e-17,1.2237843720085242,1.2237843720085244,1.223784372126118,1.0000000000000002,1.0000000000960902
Earth,18087127.623080082,2.8389778093046747,4.904097022308509e-10,2.711374146578495e-17,-2.711374146846502e-17,2.711374146846502e-17,1.2184307778652708,1.2184307778652708,1.218430777985707,1.0,1.0000000000988454
Earth,18126820.07425805,2.8452079852861485,4.893358479594862e-10,2.6995129093513395e-17,-2.6995129096422886e-17,2.6995129096422886e-17,1.2131006036732046,1.2131006036732048,1.213100603803951,1.0000000000000002,1.0000000001077787
Earth,18166599.631067935,2.8514518334747976,4.88264345115898e-10,2.6877035605545247e-17,-2.6877035608034208e-17,2.6877035608034208e-17,1.2077937469788813,1.2077937469788815,1.2077937470907298,1.0000000000000002,1.0000000000926057
Earth,18206466.484664176,2.8577093838744587,4.87195188551147e-10,2.6759458731957973e-17,-2.6759458735070195e-17,2.6759458735070195e-17,1.202510105777069,1.202510105777069,1.2025101059169254,1.0,1.0000000001163036
Earth,18246420.82662085,2.8639806665548346,4.861283731275642e-10,2.664239621275867e-17,-2.6642396215482467e-17,2.6642396215482467e-17,1.1972495785087514,1.1972495785087516,1.1972495786311528,1.0000000000000002,1.0000000001022356
Earth,18286462.848932296,2.8702657116515926,4.850638937187354e-10,2.65258457978415e-17,-2.6525845800752995e-17,2.6525845800752995e-17,1.192012064059215,1.192012064059215,1.1920120641900511,1.0,1.0000000001097609
Earth,18326592.744014334,2.876564549366557,4.840017452094675e-10,2.6409805246943556e-17,-2.6409805249605813e-17,2.6409805249605813e-17,1.1867974617560648,1.186797461756065,1.186797461875701,1.0000000000000002,1.0000000001008058
Earth,18366810.7047049,2.8828772099678073,4.829419224957715e-10,2.6294272329602632e-17,-2.6294272332216326e-17,2.6294272332216326e-17,1.1816056713673284,1.1816056713673286,1.181605671484782,1.0000000000000002,1.0000000000994016
Earth,18407116.92426526,2.88920372378987,4.818844204848315e-10,2.6179244825113557e-17,-2.6179244827623546e-17,2.6179244827623546e-17,1.176436593099492,1.176436593099492,1.1764365932122853,1.0,1.000000000095877
Earth,18447511.596380655,2.895544121233818,4.80829234094987e-10,2.6064720522486304e-17,-2.6064720524819918e-17,2.6064720524819918e-17,1.1712901275956187,1.171290127595619,1.1712901277004861,1.0000000000000002,1.0000000000895315
Earth,18487994.9151615,2.9018984327674624,4.797763582557009e-10,2.5950697220402697e-17,-2.5950697223266376e-17,2.5950697223266376e-17,1.166166175933403,1.166166175933403,1.1661661760620905,1.0,1.0000000001103508
Earth,18528567.07514406,2.908266688925453,4.787257879075431e-10,2.5837172727174905e-17,-2.583717272949478e-17,2.583717272949478e-17,1.1610646396233055,1.1610646396233055,1.1610646397275555,1.0,1.0000000000897882
Earth,18569228.27129165,2.9146489203094728,4.776775180021581e-10,2.5724144860702465e-17,-2.5724144863498126e-17,2.5724144863498126e-17,1.1559854206066216,1.1559854206066216,1.1559854207322524,1.0,1.0000000001086786
Earth,18609978.69899529,2.921045157588336,4.76631543502249e-10,2.5611611448431226e-17,-2.561161145086956e-17,2.561161145086956e-17,1.1509284212536364,1.1509284212536366,1.1509284213632098,1.0000000000000002,1.0000000000952045
Earth,18650818.55407493,2.9274554314981835,4.755878593815452e-10,2.549957032731071e-17,-2.549957032945723e-17,2.549957032945723e-17,1.1458935443617093,1.1458935443617095,1.145893544458169,1.0000000000000002,1.0000000000841787
Earth,18691748.032780148,2.933879772842591,4.745464606247846e-10,2.5388019343753272e-17,-2.538801934625188e-17,2.538801934625188e-17,1.1408806931534377,1.1408806931534377,1.1408806932657196,1.0,1.0000000000984168
Earth,18732767.331791192,2.9403182124927314,4.735073422276876e-10,2.5276956353592407e-17,-2.5276956356246145e-17,2.5276956356246145e-17,1.135889771274784,1.135889771274784,1.135889771394037,1.0,1.0000000001049865
Earth,18773876.648220036,2.946770781387543,4.724704991969296e-10,2.5166379222041223e-17,-2.5166379224612962e-17,2.5166379224612962e-17,1.1309206827932095,1.1309206827932097,1.1309206829087777,1.0000000000000002,1.0000000001021896
Earth,18815076.179611064,2.9532375105338353,4.714359265501235e-10,2.5056285823652125e-17,-2.5056285825833156e-17,2.5056285825833156e-17,1.1259733321958627,1.1259733321958627,1.1259733322938734,1.0,1.0000000000870453
Earth,18856366.12394234,2.9597184310064892,4.704036193157883e-10,2.494667404227512e-17,-2.4946674045026597e-17,2.4946674045026597e-17,1.121047624387705,1.1210476243877052,1.1210476245113503,1.0000000000000002,1.0000000001102944
Earth,18897746.67962623,2.966213573948553,4.693735725333333e-10,2.4837541771018003e-17,-2.4837541773521438e-17,2.4837541773521438e-17,1.1161434646897228,1.116143464689723,1.1161434648022217,1.0000000000000002,1.0000000001007925
Earth,18939218.045510676,2.972722970571445,4.683457812530257e-10,2.4728886912204998e-17,-2.4728886914580166e-17,2.4728886914580166e-17,1.1112607588370675,1.1112607588370675,1.1112607589438024,1.0,1.0000000000960485
Earth,18980780.420879833,2.9792466521550516,4.673202405359756e-10,2.4620707377337305e-17,-2.4620707379518043e-17,2.4620707379518043e-17,1.1063994129772836,1.1063994129772836,1.1063994130752812,1.0,1.0000000000885734
Earth,19022434.005455352,2.9857846500479286,4.662969454541036e-10,2.4513001087052083e-17,-2.451300108957852e-17,2.451300108957852e-17,1.1015593336684648,1.101559333668465,1.1015593337819973,1.0000000000000002,1.0000000001030653
Earth,19064178.99939702,2.9923369956674026,4.652758910901252e-10,2.4405765971083328e-17,-2.4405765973716767e-17,2.4405765973716767e-17,1.0967404278774968,1.0967404278774968,1.0967404279958377,1.0,1.0000000001079024
Earth,19106015.603304032,2.9989037204997695,4.642570725375195e-10,2.429899996822126e-17,-2.4298999970469996e-17,2.4298999970469996e-17,1.091942602978231,1.091942602978231,1.0919426030792843,1.0,1.0000000000925444
Earth,19147944.018215634,3.0054848561003977,4.6324048490051363e-10,2.419270102627354e-17,-2.4192701028723735e-17,2.4192701028723735e-17,1.0871657667497432,1.0871657667497432,1.0871657668598496,1.0,1.0000000001012783
Earth,19189964.44561243,3.0120804340939302,4.6222612329405064e-10,2.408686710202496e-17,-2.4086867104560478e-17,2.4086867104560478e-17,1.0824098273745206,1.0824098273745206,1.0824098274884613,1.0,1.0000000001052658
Earth,19232077.087417006,3.018690486174385,4.612139828437747e-10,2.398149616119903e-17,-2.398149616366082e-17,2.398149616366082e-17,1.0776746934367367,1.077674693436737,1.0776746935473644,1.0000000000000002,1.000000000102654
Earth,19274282.14599523,3.025315044105357,4.6020405868599947e-10,2.387658617841805e-17,-2.387658618058743e-17,2.387658618058743e-17,1.0729602739204571,1.0729602739204571,1.0729602740179442,1.0,1.000000000090858
Earth,19316579.82415695,3.0319541397201304,4.5919634596769123e-10,2.377213513716486e-17,-2.3772135139684568e-17,2.3772135139684568e-17,1.0682664782079192,1.0682664782079192,1.0682664783211493,1.0,1.0000000001059943
Earth,19358970.325157084,3.0386078049218463,4.5819083984644345e-10,2.366814102974382e-17,-2.3668141031959212e-17,2.3668141031959212e-17,1.0635932160777806,1.0635932160777806,1.0635932161773354,1.0,1.0000000000936022
Earth,19401453.852696702,3.045276071683676,4.5718753549044994e-10,2.356460185724191e-17,-2.3564601859463848e-17,2.3564601859463848e-17,1.0589403977033698,1.0589403977033698,1.0589403978032188,1.0,1.0000000000942915
Earth,19444030.61092376,3.051958972048934,4.5618642807848846e-10,2.3461515629490962e-17,-2.3461515631645406e-17,2.3461515631645406e-17,1.0543079336509893,1.0543079336509895,1.0543079337478054,1.0000000000000002,1.000000000091829
Earth,19486700.80443436,3.058656538131276,4.5518751279989044e-10,2.3358880365028686e-17,-2.3358880367444976e-17,2.3358880367444976e-17,1.0496957348781646,1.0496957348781648,1.0496957349867475,1.0000000000000002,1.0000000001034424
Earth,19529464.63827344,3.065368802114808,4.5419078485452467e-10,2.3256694091061308e-17,-2.325669409326727e-17,2.325669409326727e-17,1.0451037127319647,1.045103712731965,1.0451037128310956,1.0000000000000002,1.0000000000948528
Earth,19572322.31793608,3.07209579625429,4.531962394527672e-10,2.3154954843424893e-17,-2.315495484586221e-17,2.315495484586221e-17,1.040531778947264,1.0405317789472641,1.0405317790567916,1.0000000000000002,1.0000000001052614
Earth,19615274.04936815,3.0788375528752394,4.522038718154858e-10,2.3053660666548383e-17,-2.3053660668843712e-17,2.3053660668843712e-17,1.0359798456450815,1.0359798456450817,1.0359798457482285,1.0000000000000002,1.0000000000995648
Earth,19658320.03896764,3.085594104374139,4.512136771740092e-10,2.2952809613415205e-17,-2.295280961582754e-17,2.295280961582754e-17,1.0314478253308563,1.0314478253308563,1.0314478254392612,1.0,1.0000000001050997
Earth,19701460.49358532,3.09236548321854,4.502256507701119e-10,2.285239974552662e-17,-2.2852399748017958e-17,2.2852399748017958e-17,1.026935630892799,1.0269356308927993,1.0269356310047542,1.0000000000000002,1.0000000001090186
Earth,19744695.620526046,3.099151721947268,4.4923978785598413e-10,2.2752429132863755e-17,-2.2752429135359668e-17,2.2752429135359668e-17,1.0224431756001868,1.022443175600187,1.0224431757123478,1.0000000000000002,1.000000000109699
Earth,19788025.627549466,3.105952853170533,4.482560836942158e-10,2.265289585385116e-17,-2.2652895856238114e-17,2.2652895856238114e-17,1.0179703731017256,1.0179703731017258,1.01797037320899,1.0000000000000002,1.0000000001053708
Earth,19831450.72287131,3.112768909570132,4.4727453355776664e-10,2.255379799531921e-17,-2.255379799744336e-17,2.255379799744336e-17,1.0135171374238596,1.0135171374238596,1.0135171375193142,1.0,1.0000000000941816
Earth,19874971.115164123,3.119599923899564,4.4629513272995024e-10,2.2455133652467943e-17,-2.24551336547851e-17,2.24551336547851e-17,1.0090833829691477,1.0090833829691477,1.0090833830732755,1.0,1.0000000001031906
Earth,19918587.013558377,3.126445928984206,4.453178765044083e-10,2.2356900928830192e-17,-2.235690093123309e-17,2.235690093123309e-17,1.004669024514605,1.004669024514605,1.004669024622586,1.0,1.0000000001074791
Earth,19962298.627643615,3.1333069577214903,4.443427601850851e-10,2.2259097936234817e-17,-2.225909793831887e-17,2.225909793831887e-17,1.0002739772100524,1.0002739772100526,1.0002739773037053,1.0000000000000002,1.000000000093627
Earth,20006106.16746916,3.140183043081017,4.4336977908621176e-10,2.2161722794771094e-17,-2.2161722796744112e-17,2.2161722796744112e-17,0.9958981565765148,0.9958981565765149,0.995898156665178,1.0000000000000002,1.0000000000890283
Earth,20050009.84354545,3.147074218104764,4.423989285322763e-10,2.2064773632751827e-17,-2.206477363504603e-17,2.206477363504603e-17,0.9915414785045643,0.9915414785045644,0.9915414786076607,1.0000000000000002,1.000000000103976
