x_m,y_m,x_earth_moon_units,y_earth_moon_units,A_total,g_finite_diff_x_m_s2,g_finite_diff_y_m_s2,g_newton_x_m_s2,g_newton_y_m_s2,relative_vector_error
-3432142.8571428657,-230640000.0,-0.00892857142857145,-0.6,3.8696055075218464e-11,0.00013213491960180798,0.007607785106806522,0.00013215549786524064,0.007503073374416622,0.013953681417605637
1716071.428571418,-230640000.0,0.004464285714285686,-0.6,3.8701637112872906e-11,-3.4715708148401506e-05,0.00761007313044607,-3.472635416742849e-05,0.0075053079270753905,0.013958665457462712
6864285.7142857015,-230640000.0,0.017857142857142825,-0.6,3.8688108102097776e-11,-0.00020131118264964378,0.007600870131479091,-0.00020135292298815102,0.00749636709343107,0.013935466061947548
12012500.0,-230640000.0,0.03125,-0.6,3.8655540072682664e-11,-0.0003669062799848259,0.007580249090694555,-0.0003669785999254366,0.007476320880823651,0.013884270228996482
17160714.285714284,-230640000.0,0.04464285714285714,-0.6,3.8604089854315054e-11,-0.0005307680958637869,0.007548368682428023,-0.0005308701083597573,0.0074453214987616045,0.013805485800332867
22308928.571428567,-230640000.0,0.058035714285714274,-0.6,3.8533997148905023e-11,-0.0006921849577322618,0.00750547051307417,-0.0006923154246285545,0.007403600746767326,0.013699734217962015
27457142.85714285,-230640000.0,0.07142857142857141,-0.6,3.844558160806553e-11,-0.0008504748298674763,0.007451874957202634,-0.000850632191079167,0.007351466074303757,0.013567839593789504
32605357.142857134,-230640000.0,0.08482142857142855,-0.6,3.833923898506919e-11,-0.001004993021210388,0.007387975719641823,-0.0010051754307369312,0.007289295432590654,0.01341081443493517
37753571.42857142,-230640000.0,0.09821428571428568,-0.6,3.8215436450950074e-11,-0.0011551390325292418,0.007314233287739168,-0.0011553443999501537,0.007217531071705127,0.013229842461445634
42901785.7142857,-230640000.0,0.11160714285714282,-0.6,3.807470718135761e-11,-0.0013003624117510484,0.007231167466191237,-0.001300588447699097,0.007136672462870018,0.0130262590290994
48050000.0,-230640000.0,0.125,-0.6,3.791764433377855e-11,-0.001440167522202121,0.007139349206317178,-0.0014404117862361935,0.007047268544321277,0.012801529720326993
53198214.28571427,-230640000.0,0.1383928571428571,-0.6,3.774489454351015e-11,-0.001574117166163978,0.007039391951999919,-0.0015743771154674514,0.006949909499171898,0.012557227694245532
58346428.57142857,-230640000.0,0.15178571428571427,-0.6,3.7557151071200296e-11,-0.0017018350437081626,0.006931942725800239,-0.0017021080811175132,0.006845218275317203,0.012295010388275981
63494642.857142836,-230640000.0,0.16517857142857137,-0.6,3.735514673498115e-11,-0.001823007062503917,0.006817673171586115,-0.0018232905825122598,0.00673384205117747,0.012016596145046028
68642857.14285713,-230640000.0,0.17857142857142855,-0.6,3.7139646756511526e-11,-0.0019373815467103165,0.006697270755395848,-0.0019376729782765378,0.006616443837860596,0.011723741297793104
